Review,Date posted,Reference url
"Does anyone have any experience with a new RAV4 and boot space for a pram and a dog?Long story short, Mrs and I are expecting our first child. We currently have a Honda Jazz so looking for something a bit bigger. We tried a car seat on passengers side and pram in the boot, but it was VERY squeezy. I am also 6ft 4 so trying to sit in the front passengers seat involved my knees in my face.We also have a dog (labrador) so looking to be able to fit everythign in. Ideally,- pram in the boot (Looking at a Nuna Triv)- dog in the boot - baby in car seat- me in passengers seatWe test drove a rav and I really liked itIs the Rav4 not the right car for this? Should we be looking at a Kluger/Cx9 if we want to achieve something like this?I honestly dont think we would be taking the dog and the baby many places at the same time, but I would like the option",2021-Jan-4,whrl.pl/RgcFFO
"liu-zhen writes...Should we be looking at a Kluger/Cx9I really don’t think you need that size vehicle until you’re up to 3 kidsSure you get oodles more space, but the CX-9 felt much more boat like to me, with a crap turning circle, harder to manouevre around car parks etcThe RAV4 had the best boot space for a more car-like drive.If you’ve got deep pockets for servicing and maintenance costs, the wagon Passat/Golf or Skoda equivalents actually have much bigger boots and are so much more sensible in terms of usable, practical space for prams, groceries, holiday luggage...",2021-Jan-4,whrl.pl/RgcFJj
"liu-zhen writes...Does anyone have any experience with a new RAV4 and boot space for a pram and a dog?We have a 4 month old and two samoyeds. Our pram is an Uppababy Alta. We can't fit the pram and the dogs in the back, as there's not enough room for both the dogs to move around and get comfortable for the ride. It's doable with one dog though :)You could also flip down one of the rear seats for more room for the pram and your dog, while still having your baby capsule\seat in the other rear seat. We can't do this as we have a cargo barrier installed.Oh I'm 170 cm and I can fit ok in the front passenger seat in front of the baby capsule (Maxi-cosi AP). Although, I had to move the passenger seat is further forward that I would like, there's still room in front of my knees.",2021-Jan-4,whrl.pl/RgcFKY
"mmcr writes...I really don’t think you need that size vehicle until you’re up to 3 kidsSure you get oodles more space, but the CX-9 felt much more boat like to me, with a crap turning circle, harder to manouevre around car parks etcThank you – yes I agree. The CX9 (and CX8 imo) felt way too big to be easy to drive, and overkill for 99% of our needs.I am sure I would get used to it though.If you’ve got deep pockets for servicing and maintenance costs, the wagon Passat/Golf or Skoda equivalents actually have much bigger boots and are so much more sensible in terms of usable, practical space for prams, groceries, holiday luggage...I will have a look – thank you.LusDekkar writes...We have a 4 month old and two samoyeds. Our pram is an Uppababy Alta.We can't fit the pram and the dogs in the back, as there's not enough room for both the dogs to move around and get comfortable for the ride. It's doable with one dog though :)You could also flip down one of the rear seats for more room for the pram and your dog, while still having your baby capsule\seat in the other rear seat. We can't do this as we have a cargo barrier installed.That  sounds very promising, I might chuck the question on to one of the facebook groups too and see if anyone has any photos of how they arrange it. We did put the dog in the boot during our test drive (without a pram though), and she wasn't very happy (slipped everywhere and scratched the cover – oops).Oh I'm 170 cm and I can fit ok in the front passenger seat in front of the baby capsule (Maxi-cosi AP). Although, I had to move the passenger seat is further forward that I would like, there's still room in front of my knees.Unfortunately from reviews it looks like I will struggle to comfortably fit in any car with a baby seat/capsule behind me.",2021-Jan-4,whrl.pl/RgcFOi
"liu-zhen writes...We did put the dog in the boot during our test drive (without a pram though), and she wasn't very happy (slipped everywhere and scratched the cover – oops).Did the cover have the plastic side up? The cover can be flipped over for the carpeted side which might give the dogs a little more grip when in the back.We got the rubber cargo mat, it's pretty grippy for the dogs when they're in the back so they don't slide around.",2021-Jan-4,whrl.pl/RgcFZp
"My previous car was 10 year old Forester base model.. no reverse cameras or other fancy gadgets. So, i can't really complain with all the new features at this stage. Loving the 360 degree or skyview camera... makes parking so much easier. Some of my gripes so far:1. What really annoys me for a $50K car is that, it doesn't have illumination on all the switches and buttons on the drivers door. Can't believe Toyota cheaped out on that. I find it really inconvenient, and will be swapping that module out soon.2. The other annoyance is the auto fold side mirror, which most knows about already. Once again, aftermarket job to get that fixed.3. Non LED internal lighting, indicator and reverse lights. The internal and reverse lights are very dull.4. Non electric passenger seat adjustment.5. Ventilates seats would have been handy in summer.6. Wireless charger can be hit and miss when trying to charge a phone.7. Only one USB port for infotainment system. As i am a regular user of Android Auto, my phone is always plugged in to USB port. To listen to music from a separate USB device, it needs to use the same USB port. It will not work on any other USB ports. Yes, i could have the music stored in the phone, but would like the option of having another USB device plugged in almost permanently as another source for audio. I think i saw a post where someone is using a USB hub.. might have to look into this.8. The school zone warning, on non school times. If i could get rid of this, but keep the other warnings. I like the speed camera and don't mind the speed limit warnings. Only if i can get the Toyota navigation map updated... as there is a new speed camera in my area, that is not on the map. You know it is there... but there are times you simply forget about it.Apart from these, i really like the smoothness of the drive of the car. It can get little noisy on a climb when engine is made to work, but then again my old forester sounded like a tank.Someone mentioned about disappointment about the OEM tyres on the car. I dont know if it is the car in general, or the tyre has something to do with it, but i find the ride very smooth and very impressed with it.DM",2021-Jan-4,whrl.pl/RgcGgN
"DMKory writes...doesn't have illumination on all the switches and buttons on the drivers door. Can't believe Toyota cheaped out on that. I find it really inconvenient, and will be swapping that module out soon.Got any links for this ?",2021-Jan-4,whrl.pl/RgcGoO
"Mmcrhttps://youtu.be/nxxC1z0RELMThis youtube clip shows how its done.Looks pretty simple actually. Easier than installing the auto fold mirror module. The hardest part is sourcing the actual part. The Americans been doing this using Camry/Corolla/Chr part. It appears they will work. They are buying it new from US websites.. and AliExpress. Unfortunately these are all for LHD. You could try contacting the auto salavage yards for the part you need. Would have to be a fairly recent model that's been written off. Don't know what the cost of the new module would be.. haven't asked the dealer yet.. assume will go into hundreds.I bought mine off ebay.. from europe. Part is from CHR. However i am taking a bit of a gamble on this, as the part number im getting is not one of the part that has been verified to work. Someone tried a part from Lexus. Fits fine.. but didn't work. Anyway.. we shall see when the part arrives. Will report back on result.",2021-Jan-4,whrl.pl/RgcGwn
https://www.youtube.com/watch?v=aQCdQ9JUdjw&ab_channel=NazarettosThe parts in that video is in the lin kbelowhttps://cartrimhome.com/Lighted-LED-Switch-RAV4-2019?fbclid=IwAR3j4wkVkM3jhjmDPNRqFECX7S3aNj0Inrc18eC4wUzB0jEWc1BRjQJENns,2021-Jan-4,whrl.pl/RgcGwy
"DMKory writes...However i am taking a bit of a gamble on this, as the part number im getting is not one of the part that has been verified to work.What part number did you get out of curiosity?",2021-Jan-4,whrl.pl/RgcGw8
"DMKory writes...Some of my gripes so far:1. Get a CHR wrecker unit. That’s what I did2. I’m not happy with the A/M unit. When I can get my finger out, I’ll fix the issue of it opening whenever you unlock the car with the mirror switch set to folding3 . $15 fix from Aliexpress. Shouldn’t have to do it though.4. & 5, never had it, doesn’t matter much6. Wireless charging is crap anyway. Waste of time. 7. You can re-route the USB to the centre console 8. You’re talking about a automotive company. They are like dealing with the Titanic. They don’t change direction quickly unlike say a software company.Yeah, tyre grip is crap. Comfort is great but I put safety over ride comfort any day. Can’t wait till they wear out coz I’ve set them to the 220kpa stated on the placard. Maximize wear, maximize comfort, minimize risk of cabin rattles on the Sydney goat tracks. Let’s see how it goes coz I’ve never did that whenever I get a new car.",2021-Jan-4,whrl.pl/RgcGxe
Mucchan writes...What part number did you get out of curiosity?I found the 2017 Toyota C-HR 84040-F4030 assembly on eBay from the UK and that worked for me.,2021-Jan-4,whrl.pl/RgcGDF
"liu-zhen writes...Does anyone have any experience with a new RAV4 and boot space for a pram and a dog?We have two rear facing car seats, a double pram (tandem, not side by side) and my partner is 165cm/6ft2. Our pram takes up a fair bit of room and I couldn’t fit a dog in also, although it may be possible if I rotated the pram and reconfigured my boot.I can still fit shopping bags in the back with the pram, and my partner can fit in front of our rear facing car seats comfortably.",2021-Jan-4,whrl.pl/RgcGJ8
Mucchan84040-F4030 is the module that i bought. 7namdaci1 appears to have the same unit that works.. so i am happy to hear that.,2021-Jan-4,whrl.pl/RgcG08
"SmellyTofu writes...2. I’m not happy with the A/M unit. When I can get my finger out, I’ll fix the issue of it opening whenever you unlock the car with the mirror switch set to foldingCan you elaborate what your not happy with this third party module? I actually have one.. just haven't got off my butt to fit it as yet. I thought it does what its meant to do? That is upon unlocking, mirror opens, and locking mirror closes?7. You can re-route the USB to the centre consoleYou have done this? Is there links to show how this can be done?ThanksDM",2021-Jan-4,whrl.pl/RgcG3N
"Tyrial7 writes...Gladly. The hybrid system in the Tucson was superseded 23 years ago when Toyota released their hybrid system. Hyundai use a regular 6 speed auto transmission in conjunction with a 44kw electric motor that is sandwiched between the ICE engine and the transmission. Regular autos are inefficient and have a limited lifespan, as well as needing to constantly change gears. This also forces the ICE to operate in an inefficient RPM range, and also limits the usefulness of the electric motor.Long story short, if you buy a Hyundai hybrid, you're buying very old, inefficient and long superseded tech that Hyundai are only using because they don't want to license the far superior Toyota system like Honda, Mazda and Ford have done.If this is all indeed true, if Hyundai come close to the RAV4 consumption numbers (i.e land in the vicinity of them or even better Hyundai’s own other drivetrains), does it really matter about ‘inefficiencies’ and ‘old tech’? Hyundai are not going to drop a dud engine into a 2021 model revamp.",2021-Jan-4,whrl.pl/RgcG5b
"DMKory writes...Can you elaborate what your not happy with this third party module? I actually have one.. just haven't got off my butt to fit it as yet. I thought it does what its meant to do? That is upon unlocking, mirror opens, and locking mirror closes?With the car started:- Fold mirrors using switch- turn off car- lock car (mirrors should stay folded)- Unlock car (this is where the module fails for me)- Mirror will unfold even though the mirror switch is still in the fold positionNow if you’ve parked in a tight spot and/or like parking close to the wall so no one door dings your car, this A/M unit will unfold on you without warning if you aren’t aware of this very flaw.I have a Japanese A/M module that keeps the mirrors folded if you’ve pushed the fold button. I just need to pull my finger out to wire it up. Then I can toss the unit installed now in the bin.For me, I have a narrow double garage, I need all the space I need to park close to one side so I can open my drivers door. Knowing this issue means I lose some vital centimetres.",2021-Jan-4,whrl.pl/RgcG68
DMKory writes...84040-F4030 is the module that i bought.Bought that one as well and it works for me too.SmellyTofu writes...7. You can re-route the USB to the centre consoleCan you please elaborate on this?DMKory writes...4. Non electric passenger seat adjustment.5. Ventilates seats would have been handy in summer.Would've been nice to have these options on the RAV4 Cruiser. If only there's an aftermarket option for the electric passenger seat. I'd imagine sourcing a LHD driver's seat would be cost prohibitive and might not work anyway.SmellyTofu writes...I have a Japanese A/M module that keeps the mirrors folded if you’ve pushed the fold button.Mind sharing a link for this?,2021-Jan-4,whrl.pl/RgcHbc
My Japanese mirror module came from here.https://buyee.jp/item/yahoo/auction/t742630397?_=Y3MyMTZ0VllRWTFFSjkwbm4vZldMaEtGMEdYSG5qWmVGbDE2M3liSk5qdEZoalpPT2cvc0ZxRzRncEpsd0kybA==USB re-routing is just extending the current plug into the centre console. Involves USB extension cable. I’ve seen the panel removed on YouTube but that’s about it. I have wireless CP module added so I have no need for that.,2021-Jan-4,whrl.pl/RgcHcP
"DMKory writes...84040-F4030 is the module that i bought.Keen to get illuminated switches retrofitted as well.If you don't mind me asking, where did you order the switches from? Struggling to find them online.",2021-Jan-4,whrl.pl/RgcHcX
SmellyTofu writes...I have wireless CP module added so I have no need for that.What module is this please?,2021-Jan-5,whrl.pl/RgcHgA
"D3lusion writes...If you don't mind me asking, where did you order the switches from? Struggling to find them online.Best bet would sourcing one from wreckers. You can occasionally find them on eBay as well e.g.https://www.ebay.com.au/itm/TOYOTA-C-HR-Front-Right-Door-Window-Control-Switches-74231-F4040-2017-10614286-/264890512730?_trksid=p2349624.m46890.l49292SmellyTofu writes...My Japanese mirror module came from here.Thanks for that. Shame it's not plug and play.avinit writes...What module is this please?Couple of available options are CPLAY2air (https://cplay2air.com/) or Carlinkit (https://carlinkitcarplay.com/products/carlinkit-wireless-adapter-for-factory-carplay)",2021-Jan-5,whrl.pl/RgcHhd
Stumbled upon this Android device adaptor... looks like a dedicated module and all you need is a wifi hotspot. Good bad? No idea. Interesting concept though.https://youtu.be/b8paF4iVZVw,2021-Jan-5,whrl.pl/RgcHh8
"Mucchan writes...Best bet would sourcing one from wreckersThis guy is in Guilford, NSW where I got mine. Don’t tell him what’s it for so he doesn’t mark it up for the next guy. https://www.facebook.com/marketplace/item/377382323395611/",2021-Jan-5,whrl.pl/RgcHid
whats the best price someone has had on a rav4 gx hybrid(in victoria)?,2021-Jan-5,whrl.pl/RgcHBF
Why oh why is the  2019 RAV4 not vehicke 2 grid enabled? Most stupid decision ever..... Especially with its 18kWh battery!!! Here in perth they saying 4 month wait to get one but why bother with no V2G...,2021-Jan-5,whrl.pl/RgcHO6
Peer2Peer writes...Why oh why is the  2019 RAV4 not vehicke 2 grid enabled?Because it's not a PHEV?,2021-Jan-5,whrl.pl/RgcHWM
"SmellyTofu writes...Stumbled upon this Android device adaptor... looks like a dedicated module and all you need is a wifi hotspot. Good bad? No idea. Interesting concept though.https://youtu.be/b8paF4iVZVwIndeed, this can come in handy for long trips for grumpy kids... not sure how legal it is to use though....",2021-Jan-5,whrl.pl/RgcIf2
"Mucchan writes...Best bet would sourcing one from wreckers. You can occasionally find them on eBay as well e.g.https://www.ebay.com.au/itm/TOYOTA-C-HR-Front-Right-Door-Window-Control-Switches-74231-F4040-2017-10614286-/264890512730?_trksid=p2349624.m46890.l49292I actually tried to buy this actual unit... but the seller was not shipping it to Australia right now... said the reason was due to Covid... weird though, as i bought same unit from another seller in same country i believe, and it is getting shipped.Although would have preferred this unit, as it looks cleaner.. but this one appears bit more pricey.",2021-Jan-5,whrl.pl/RgcIgm
"D3lusion writes...If you don't mind me asking, where did you order the switches from? Struggling to find them online.As Mucchan pointed out, ebay do have some... but not many. Just becareful that you only buy the RHD module.",2021-Jan-5,whrl.pl/RgcIgy
"teeceep writes...If this is all indeed true, if Hyundai come close to the RAV4 consumption numbers (i.e land in the vicinity of them or even better Hyundai’s own other drivetrains), does it really matter about ‘inefficiencies’ and ‘old tech’? Hyundai are not going to drop a dud engine into a 2021 model revamp.First, if the 'actual' fuel consumption figures are close, not the government tested figures, sure, you've got a point. Toyota hybrids basically always come remarkably close to achieving their tested figures in the real world, whereas other vehicles test figures are generally fantasy numbers. We don't know how the Hyundai hybrids perform yet though, we'll have to wait for professional and owner reviews to get a clear picture of the economy numbers, unless you want to be their guinea pig.Secondly, if you buy the Hyundai, you're also the guinea pig for Hyundai's hybrid reliability. They don't have the proven history of the Toyota system. Are their HV batteries reliable? How long do they last? What about the inverters? The electric motor? Is the HV cabling properly sized? There are a lot more things to go wrong on a hybrid, and only Toyota have proven they can do it right so far – even Honda couldn't get it right and ended up using Toyota's design. Dunno about you, but if I'm handing over $50k for a new car, I want something that millions of other people have test driven before me.Third, Hyundai have a recent history of doing the very thing you have trust that they won't do:https://thelemonfirm.com/2019/11/26/hyundai-and-kias-theta-ii-engines-manufacturing-defects-recalls-and-spontaneous-fires-are-just-the-beginning/https://www.autoblog.com/2020/12/04/hyundai-engine-recall/A basic, bog standard naturally aspirated 4 cly engine fitted to millions of cars (including the Sonata hybrid) had manufacturing defects that caused complete failure shortly outside of warranty, and Hyundai tried to wash their hands of it until the law got involved. I'll let you draw your own conclusions there.Toyota have their problems (diesel particulate filters) and are even going down the same route as Hyundai with trying to shirk their obligations to customers there, but their hybrids at least are solid.",2021-Jan-5,whrl.pl/RgcIkP
"Peer2Peer writes...Why oh why is the  2019 RAV4 not vehicke 2 grid enabled? Most stupid decision ever..... Especially with its 18kWh battery!!! Here in perth they saying 4 month wait to get one but why bother with no V2G...Yeah wrong vehicle mate, we get the standard hybrid with a 1.6kWh battery, no PHEV for backwater Aus.",2021-Jan-5,whrl.pl/RgcIlf
SmellyTofu writes...Stumbled upon this Android device adaptor... looks like a dedicated module and all you need is a wifi hotspot. Good bad? No idea. Interesting concept though.Interesting. Pretty pricey though. Cheapest on AliExpress is just over AU$300 once you factor in GST. Also seems to be running a 4 years old version of Android (7.0 Nougat).DMKory writes...I actually tried to buy this actual unit... but the seller was not shipping it to Australia right now...That's a shame. I actually bought mine from that seller when they had a listing which ships to Australia.,2021-Jan-5,whrl.pl/RgcITP
liu-zhen writes...Should we be looking at a Kluger/Cx9 if we want to achieve something like this?We have 2 kids under 5 (no dog) and bought a new CX-9 (Touring) early this year. We thought it might be too big for us but just wanted space and a big boot. We were also worried about manoeuvrability with parking etc.Honestly we love it. Drive it for a couple of days and it no longer feels big at all. Handling is great if you ask me. Definitely take one for a drive.The Kluger felt more like a boat and very dated inside.,2021-Jan-5,whrl.pl/RgcI1O
"If anyone's looking for the best pricing on a Hybrid AWD Cruiser: managed to get a 2021 model for $47,000 drive-away. Delivery ETA: early April.",2021-Jan-5,whrl.pl/RgcI23
"puff writes...47,000 drive-away.Great price, well done. Premium paint as well? Also what state are you in?",2021-Jan-5,whrl.pl/RgcI3w
"Thanks! Yep, premium-paint and floor mats. In QLD.",2021-Jan-6,whrl.pl/RgcI4H
Perfect! What colours did you get? I got Atomic Rush paint and Nutmeg interior. Mine took about 4 months as well.,2021-Jan-6,whrl.pl/RgcI4X
Floor mats are standard now. Still that’s an excellent price,2021-Jan-6,whrl.pl/RgcI89
Would you be able to let me know the dealer you went through? Thanks !!,2021-Jan-6,whrl.pl/RgcJtw
Those modifying parts of the car – wont this technically void the warranty? I guess its a low risk but companies will come up with any excuse not to pay out.,2021-Jan-6,whrl.pl/RgcJwz
"DåVØ writes...Those modifying parts of the car – wont this technically void the warranty?Yes, on those areas surrounding the modification.  Adding the module for auto closing mirrors requires removing the door trim for example.  If anything goes wrong behind the door trim from that point forward, the dealer may, at their discretion refuse to honor anything warranty related.But for example if you modify behind the door trim and something goes wrong with the seat, then the seat warranty should be fine.",2021-Jan-6,whrl.pl/RgcJyQ
"Hi, new to this forum. Looking for pricing on a red 2021 GX 2WD Hybrid in Brisbane. Any recent prices?",2021-Jan-6,whrl.pl/RgcJ3G
Are the 2021 models actually released yet ??I mean we are only in january....compliance plates surely wont be saying jan 2021,2021-Jan-6,whrl.pl/RgcJ84
Apparently the 2021 models are arriving in March.,2021-Jan-6,whrl.pl/RgcKm5
My guess is that any factory orders from now will be 2021 complianced,2021-Jan-6,whrl.pl/RgcKnb
"vulgarwolf writes...Are the 2021 models actually released yet ??I mean we are only in january....compliance plates surely wont be saying jan 2021Usually:Built late 2020 to MY-2021 specifications.Build Plate – 2020Compliance date : 2021, (ie when it leaves the holding yard at the dock)But lately (Mazda), I have noticed are releasing their 2021 spec cars in March, or later.",2021-Jan-6,whrl.pl/RgcKtb
"Anyone purchased the Rav 4 with Toyota staff discount and managed to negotiate the costs of extras?We are buying using our cousin's 15% staff discount but the dealer wont budge on the cost of extras. Just wondering whether every dealer will be the same or is it worth shopping around.We just want the side steps, tow bar, all weather cargo mats and floor mats, nudge bar, tinted windows and possible dash cam.Im in Victoria",2021-Jan-6,whrl.pl/RgcKJW
"chilwah writes...We are buying using our cousin's 15% staff discount but the dealer wont budge on the cost of extras.The employee discount is subsidised by TMC/TMCA for the vehicle itself, not for accessories.",2021-Jan-6,whrl.pl/RgcKTO
"chilwah writes...We just want the side steps, tow bar, all weather cargo mats and floor mats, nudge bar, tinted windows and possible dash cam.Don't forget to add the  Tow Ball and Trailer Wiring Harness.",2021-Jan-7,whrl.pl/RgcKYx
"PinzVidz writes...The employee discount is subsidised by TMC/TMCA for the vehicle itself, not for accessories.Pity the cousin can’t buy the accessories at staff price given it’s not registered to the cousins name.I’d walk to another dealership if they won’t do discounts on accessories. Otherwise things like mats (eBay.. pretty much trade price) and tint (save you 50% going outside). You’re not forced to buy from there.",2021-Jan-7,whrl.pl/RgcK1c
"Tints and dashcam and usually handled by the after sales department. They’ll quote you some insane amount and then “generously” offer you a discount on the original quote (which is still way more expensive than doing it yourself). Just do these yourself if your primary goal is saving money.Floor mats are standard as of Aug 2020 builds, but even before then most dealers would (should) have thrown them in for free.",2021-Jan-7,whrl.pl/RgcK7Y
"Rubber mats aren’t standard. I also never got any accessories “thrown” in on my deal. $88 for rubber mats. Had to buy a towbar+wiring+ball from eBay (looked to be retail price) fitted it myself.Plus if you buy accessories on a new car, you pay additional stamp duty on them. Take the car, install them at the 1mth “free” servicing”.",2021-Jan-7,whrl.pl/RgcLzd
"Thanks guys, looks like its best to just buy the car first then install the rest later.Never expected these extras free with the staff discount but was hoping to not pay rrp. Never got a brand new car before but mainly want the side steps for the kids and tow bar for the bike rack.",2021-Jan-7,whrl.pl/RgcLE9
"The side steps will be a pain for adults and become a flimsy rock slider coz it reduces the ramp over angles. There are aftermarket step alternatives if you really need one. My little one isn’t too short (135cm) and is ok getting in himself.Towbar, you have 2 choices. OE or Hayman Reese. The HR one does not require you to remove the rear bumper beam. Downside is that the hitch is maybe 5cm lower than the OE which may matter to you if you drive over sharp angle ground. Both will require bumper cutting. Price is the same on eBay. $684 for the lot (not fitted)OE has a cutting template and is located higher to not impact departure angle and will require you to remove the rear crash beam (can’t modify to fit even just a tiny bit). Price about mid $800’s (not fitted)Both trailer wiring should be similar. Lumen makes the wiring harness for OE and HR. Since all RAV4 are pre-wired for trailer lights, fitment is a piece of cake. Same for towbar. Some tutorial on YouTube of the US guys fitting theIr OE which is based off the same design.",2021-Jan-7,whrl.pl/RgcL8v
The RAV4 made up 4.2% of new car sales last year while pure EVs were only 0.2% and just a tad better than plug-in hybrid sales below that-https://www.msn.com/en-au/money/news/green-shoots-after-covid-19-hit-car-market/ar-BB1cvqv0,2021-Jan-7,whrl.pl/RgcMeP
"Thinking of buying the genuine bonnet protector for our RAV4, any one now how difficult it is to DIY install?Tried looking for instructions or tutorials online but coming up with nothing unfortunately.",2021-Jan-7,whrl.pl/RgcMom
"D3lusion writes...how difficult it is to DIY install?relatively straight forward solo, but easier with a helper to hold things.. clean paint. mark out where to stick 6 protective plastic tabs (the only tricky part).. fit the centre two mounting brackets (screwed). fit the 4 outer mounting brackets (push on).. it may appear to 'sit above' the bonnet when  fitted as it doesn't wrap around/under bonnet.. Spread a cover over the engine to catch any screws or washers you may drop as you won't find them.",2021-Jan-7,whrl.pl/RgcMv6
"Thanks Smellytofu thats really helpful.Very excited, my first SUV and brand new car.",2021-Jan-7,whrl.pl/RgcMAe
"D3lusion writes...Tried looking for instructions or tutorials online but coming up with nothing unfortunately.Most covered above but I’d only add that the metal clips you push over the protective tape is mega tight and I added more protective tape (cheap by the roll on Aliexpress) on the underside of the bonnet to allow me to use a metal trim removal tool to pry out the clip to be able to push the clips into position.Also take your time. Line up and add the protective first with the bare bonnet protector without the 2 centre clips coz once those 2 centre clips are in, they ain’t coming out.Here’s a Japanese tutorial on fitting the Australian “bug guard”https://youtu.be/I6wNhqhX0T4",2021-Jan-7,whrl.pl/RgcMCz
"chilwah writes...Thanks Smellytofu thats really helpful.Very excited, my first SUV and brand new car.Enjoy! Honestly the biggest struggle fitting the towbar was actually getting the tow ball tight enough so it doesn’t spin on the hitch/tongue.",2021-Jan-7,whrl.pl/RgcMCP
SmellyTofu writes...Here’s a Japanese tutorial on fitting the Australian “bug guard”https://youtu.be/I6wNhqhX0T4Perfect. Thank You. Looks easier than swapping the puddle light bulbsWill place an order shortly.,2021-Jan-7,whrl.pl/RgcMLe
How is the built-in Nav system? Probably gonna use Android Auto for navigation. Wondering if it's worth the extra $1k.,2021-Jan-7,whrl.pl/RgcNco
"R2G writes...How is the built-in Nav system? Probably gonna use Android Auto for navigation. Wondering if it's worth the extra $1k.We have the Cruiser and have never bothered using the integrated Sat Nav. IMO, save the extra 1k and use either Google Map or Waze via Android Auto.",2021-Jan-7,whrl.pl/RgcNcZ
"I wouldn’t use it even if it was free, let alone paying $1k for it.",2021-Jan-8,whrl.pl/RgcNmr
"R2G writes...How is the built-in Nav system? Probably gonna use Android Auto for navigation. Wondering if it's worth the extra $1k.krap, that is one of the reason I went with with out sat nav model.",2021-Jan-8,whrl.pl/RgcNoD
Does the built-in sat nav integrate with the Multi-function display? And do you get speeding/school zone/speed camera warnings even if the map isn't open on the main screen?,2021-Jan-8,whrl.pl/RgcNz8
I wouldn't heavily rely on the integrated nav – it does not understand one-way streets (so frustrating).,2021-Jan-8,whrl.pl/RgcNFF
"SmellyTofu writes...The side steps will be a pain for adults and become a flimsy rock slider coz it reduces the ramp over angles. There are aftermarket step alternatives if you really need one.Can you elaborate on this? I have a 4 year old and 4 month old and was planning to order the RAV4 in a few weeks with the side steps. Had a look in person and they seemed stylish and practical enough, but didn't have the toddler with me to check if he could climb in by himself without them.",2021-Jan-8,whrl.pl/RgcNHv
"The side steps for me anyway does not come out far enough for my feet to be useful. Shoe size may vary the experience (I’m only a short size 7.5)With the flimsy rock slider comment, the step comes down too low so the lowest contact point in an over ramp situation will be the side steps and that is held in by 7 clips on each side that will bend upwards and into your doors.4 yr old might be tough to get in but honestly do you want a 4yo to be in control of an opening door and expect them to not hit anything (incl parked car or worse, oncoming traffic)I’d say buy the car without it, get the lowest price possible (nothing is thrown in for free), live with it for a month and then if you really must, fit them at the 1 mth mark.",2021-Jan-8,whrl.pl/RgcNJY
R2G writes...you get speeding/school zone/speed camera warnings even if the map isn't open on the main screen?You get all those regardless of what is open on the main screen (including when using CarPlay etc for nav)I've ended up turning them all off – the school zones in particular are annoying because they alert outside of school hours as well,2021-Jan-8,whrl.pl/RgcNNq
"What is the best format for playing music? Anyone tried mp3s on usb sticks or are there better methods, would it take a portable harddrive?I have a ton of music for the kids on cds so its essential they get their regular tunes otherwise all hell will break loose.",2021-Jan-8,whrl.pl/RgcNP1
"Hi All,I was looking to buy a RAV4 Hybrid so found this forum but decided against the extra cost but I just saw this Video about a Moose Test fail by the RAV4 in 2019 which Toyota then made a software update to the Vehicle Stability Control which makes it a lot safer but sadly Toyota won’t have the update in production for maybe years so to get this increased safety feature apparently you need to request your Toyota dealer makes this update at your next service. Watch this YouTube for details: https://youtu.be/xSRCJFCmvTk",2021-Jan-8,whrl.pl/RgcNTa
"DåVØ writes...What is the best format for playing music? Anyone tried mp3s on usb sticks or are there better methods, would it take a portable harddrive?Yes.. mp3 on usb stick will work but only from the usb port from the front console. Unfortunately there is only one port there.. that is the only port that supports mp3 playback and Android auto or Apple carplay. One option is to have all mp3 on your phone.",2021-Jan-8,whrl.pl/RgcOcW
"DåVØ writes...What is the best format for playing music? Anyone tried mp3s on usb sticks or are there better methods, would it take a portable harddrive?I have a ton of music for the kids on cds so its essential they get their regular tunes otherwise all hell will break loose.I use Spotify and Apple CarPlay",2021-Jan-8,whrl.pl/RgcOqT
WindDrifter writes...Moose Test failI’m pretty sure that was only for the plug-in hybrid which doesn’t apply here is Australia.,2021-Jan-8,whrl.pl/RgcODL
Put some Pilot Sport 4 tyres on it. It’s fly through that with ease. I honestly don’t want the software as I want the car to rotate a bit when I do end up with new stickier tyres.,2021-Jan-8,whrl.pl/RgcOId
Another option is that if you have an no longer used smartphone you could fill up the songs there and play it through Bluetooth.,2021-Jan-8,whrl.pl/RgcOKl
After 4 months of ownership I have ended up liking the RAV4 Cruiser more than I thought I would....Not so good and these are pretty minor,2021-Jan-9,whrl.pl/RgcPQO
The engine can be a bit intrusive given the quietness of MG2 and MGR. CVT isn’t the culprit coz it holds the revs low for as long as possible before you give it the beans.,2021-Jan-9,whrl.pl/RgcP8l
"I got quoted a saturn blue hybrd cruiser AWD MY21 with nudge bar, tow bar, bonnet protector, weather shields, rubber mats, full tank, 12 rego, delivery to my place for $50k. Should I take this deal ?",2021-Jan-10,whrl.pl/RgcR32
"WindDrifter writes...Hi All,I was looking to buy a RAV4 Hybrid so found this forum but decided against the extra cost but I just saw this Video about a Moose Test fail by the RAV4 in 2019 which Toyota then made a software update to the Vehicle Stability Control which makes it a lot safer but sadly Toyota won’t have the update in production for maybe years so to get this increased safety feature apparently you need to request your Toyota dealer makes this update at your next service. Watch this YouTube for details: https://youtu.be/xSRCJFCmvTkFirst of all. Toyota AU does not have the update and will not provide that update.Secondly, that’s a very long sentence.",2021-Jan-10,whrl.pl/RgcR5z
"muramura writes...Should I take this deal ?That's a pretty good deal, the towkit is $1200 and the nudge bar is $1000 by themselves, I say go for it.",2021-Jan-10,whrl.pl/RgcR5Z
